keywords	B2B	B2C	3D打印	VR/AR	本地生活	汽车交通	工具软件	母婴	企业信息化	社交网络	O2O	金融	移动互联网	传媒	先进制造	传统硬件	IT服务	教育	房产服务	文化娱乐	游戏	体育	C2C	物流配送	生物医药	医疗健康	生鲜	机械制造	互联网金融	环保	广告营销	家政服务	旅游服务	大数据	P2P服务	招聘求职	新材料	智能硬件	可穿戴设备	装修装潢	电子设备	网络社区	影视动漫	云服务	食品饮料	人工智能	新能源	现代农业	物联网	企业服务
招生	0	0	0	0	1	0	2	0	0	0	0	0	9	0	0	0	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
东路	0	0	0	0	0	2	1	0	0	0	0	4	4	0	3	0	2	0	10	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
corporation	0	0	0	0	1	0	2	0	0	0	1	5	3	1	1	0	6	0	1	2	0	0	1	2	0	2	0	0	0	4	0	0	0	0	0	0	1	1	0	0	2	0	0	0	1	0	1	0	0	2
标的	0	0	0	0	0	1	2	0	0	0	0	18	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
水污染	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	26	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5
wan	0	0	0	0	0	0	1	0	0	0	0	0	20	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
区块	0	0	0	0	0	0	1	0	0	2	0	14	0	0	0	0	5	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	4
机器学习	0	0	0	0	0	0	1	0	0	0	0	3	3	1	0	0	9	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	9	0	0	0	0	0	0	1	0	0	0	0	4	0	0	2	2
雷达	0	0	1	0	0	5	2	0	0	1	0	1	2	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	2	5
总量	0	0	0	0	0	1	0	0	0	1	0	0	5	3	2	0	2	0	7	3	0	0	0	0	0	1	0	0	2	3	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	3
邮件	0	0	0	0	1	0	4	0	0	2	0	0	7	0	1	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	5
补充	0	0	1	0	3	0	1	0	0	0	1	2	5	1	2	0	3	1	3	2	0	0	0	0	0	4	0	0	2	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1
造价	0	0	0	0	2	0	7	0	0	0	0	1	4	0	1	0	3	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	15
信得过	0	0	0	0	3	0	0	0	0	0	0	0	2	0	8	0	3	0	2	0	0	0	0	0	0	1	0	1	1	5	0	0	0	1	0	0	2	1	0	0	3	0	0	0	0	0	0	2	1	4
颗粒	0	0	0	0	1	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	9	0	1	0	10	0	0	0	0	0	0	3	0	0	1	1	0	0	0	1	0	0	0	0	4
行动	0	0	0	0	1	1	1	0	0	0	0	2	6	2	1	0	3	1	1	0	1	0	0	0	0	1	0	0	1	4	2	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	6
hr	0	0	0	0	1	1	6	0	1	0	2	1	4	0	0	0	6	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	8
工序	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	0	2	0	0	0	0	0	0	0	0	1	0	0	1	7	0	0	0	0	2	0	2	0	0	1	3	0	0	0	2	0	0	1	0	2
软件工程	0	0	0	0	0	0	18	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	2
原理	0	0	0	0	0	0	1	2	0	0	0	0	4	0	9	0	3	0	0	1	1	0	0	0	0	2	0	0	3	4	1	0	0	1	1	0	1	1	0	0	2	0	0	1	0	0	0	0	1	2
导师	1	0	0	1	2	0	1	0	0	2	0	3	5	0	4	0	1	4	1	1	1	0	0	0	0	2	0	0	0	3	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	4
司机	0	2	0	0	3	5	0	0	0	0	2	1	12	0	3	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0
密码	0	0	0	0	0	0	6	0	1	0	0	0	8	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
导演	0	0	0	0	0	0	0	0	0	1	0	0	3	7	2	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	8	0	1	0	0	0	0	3
各国	1	3	0	0	2	1	0	2	0	0	0	0	5	0	8	0	1	1	0	0	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	4	0	0	0	3	0	0	1	0	3
机顶盒	0	0	0	0	0	0	6	0	0	0	0	0	11	0	2	1	5	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	6	0	0	1	0	0	0	0	2	1
提供数据	0	1	0	0	1	1	1	0	0	0	0	0	7	0	0	0	11	0	0	2	0	0	0	1	0	0	0	0	1	1	2	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	6
设备设计	0	0	0	0	0	2	1	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	1	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6
测控	0	0	0	0	0	2	5	0	0	0	0	0	2	0	12	1	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	2	3
因为	0	0	0	0	1	0	1	0	1	1	0	0	3	3	4	0	2	1	0	3	0	0	0	0	1	1	0	0	0	3	2	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	1	0	4
信息处理	0	0	0	0	0	0	3	0	1	0	0	0	7	0	0	1	9	0	0	0	0	0	0	2	0	0	0	0	6	0	1	0	0	0	4	1	0	0	0	0	0	0	1	1	0	0	0	0	1	3
中航	0	0	0	0	0	4	1	0	0	0	0	2	0	0	10	1	3	0	4	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	1	0
座椅	0	0	0	0	1	21	1	3	0	0	0	0	0	1	5	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1
电路板	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	3	0	0	0	20	0	0	0	0	0	0	0	0	6
；并	0	1	0	0	0	1	5	0	0	0	1	0	5	0	2	1	6	0	2	0	1	0	0	0	0	2	0	0	1	5	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	2
信通	0	0	0	0	0	0	1	0	1	0	1	2	8	0	1	0	7	1	1	0	1	0	0	0	0	0	0	1	4	0	0	0	0	1	4	0	0	0	0	0	1	0	0	1	0	1	0	0	0	4
idg	0	1	0	0	0	0	9	0	0	1	0	4	9	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1
cnc	0	0	0	0	0	4	0	0	0	0	0	0	1	0	25	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	4
步伐	0	0	1	0	0	3	0	1	0	0	0	0	5	1	3	1	2	0	3	0	0	0	0	0	0	3	0	0	3	2	1	0	0	1	2	0	1	0	0	0	5	0	0	0	0	0	1	0	0	2
年产量	0	0	0	0	0	6	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	1	0	3	0	0	2	0	1
同业	0	0	0	0	0	1	0	0	0	0	0	16	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	1	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
风景	0	0	0	0	3	1	2	0	1	0	1	0	1	0	4	0	0	1	6	1	0	0	0	0	0	3	0	0	0	2	0	0	5	0	0	0	2	0	0	0	2	0	0	0	2	0	0	1	0	3
总代理	0	1	1	0	1	0	3	0	0	0	0	1	2	1	7	0	8	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	7
机加工	0	0	0	0	0	15	0	0	0	0	0	0	0	0	21	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
生产力	1	0	0	0	1	3	3	0	0	0	0	0	2	1	6	0	3	0	1	1	0	0	0	0	0	0	0	0	1	6	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	2	5
故障	0	0	0	0	0	3	6	0	0	0	0	0	5	0	3	1	12	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	5
巨头	0	1	0	0	2	2	0	0	1	1	0	1	7	0	2	0	5	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	1	1	0	0	4	0	0	0	2	1	1	0	0	4
领衔	0	0	0	0	1	1	1	1	0	0	1	2	5	1	3	0	2	0	1	0	1	0	0	0	1	7	0	0	1	5	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	1
药剂	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	22	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	4
咖啡	1	1	0	0	8	0	1	0	0	0	2	2	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	9	1	0	0	1	3
化纤	0	0	0	0	3	2	0	0	0	1	0	0	3	0	9	0	1	0	1	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	1	1	0	6
企业应用	0	0	0	0	0	0	11	0	1	0	0	1	8	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6
联运	0	0	0	0	2	1	0	0	0	0	0	1	9	1	0	0	1	0	0	2	4	0	0	9	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4
快速增长	0	0	0	1	0	2	0	0	0	0	0	2	4	2	2	0	2	1	1	1	0	0	0	1	0	4	0	0	1	1	1	0	0	0	0	0	1	2	1	0	5	0	0	0	0	0	0	0	1	6
负债	0	0	0	0	0	0	0	0	0	0	0	9	1	0	2	0	1	0	20	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
买家	2	0	0	0	1	0	0	0	0	1	0	1	6	0	1	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	1	4
大专院校	0	0	0	0	2	0	2	0	0	0	0	1	1	0	7	0	2	3	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	1	0	0	3	0	0	0	1	0	0	0	2	0	0	1	0	6
电磁	0	0	0	0	0	6	1	0	0	0	0	0	0	0	14	0	2	0	1	0	0	0	0	0	0	2	0	1	0	4	0	0	0	0	0	0	3	1	0	0	4	0	0	0	0	0	1	0	0	2
人文	0	1	0	0	2	0	0	1	0	2	0	0	5	2	4	0	1	2	6	2	0	0	0	1	0	2	0	0	1	2	0	0	1	0	1	0	1	0	0	0	3	0	0	0	0	0	0	1	0	1
用房	0	0	0	0	1	2	0	0	1	0	0	2	0	0	5	0	0	0	22	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
国土	0	0	0	0	1	1	8	0	1	0	0	1	6	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
运输车	0	0	0	0	1	20	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
海水	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	21	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	4
人生	0	0	0	1	3	0	1	0	0	5	1	0	7	1	3	0	1	2	0	3	0	0	0	0	1	4	0	0	2	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0
玉米	0	0	0	0	0	0	0	0	0	0	0	1	3	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	14	0	2
倡导者	0	0	0	0	1	2	4	1	0	0	0	1	4	2	4	0	2	0	0	1	0	0	0	0	0	0	0	0	2	5	0	0	1	0	2	0	2	0	0	0	2	0	1	0	1	0	0	1	0	3
icp	0	0	0	0	1	1	3	0	2	1	0	0	10	0	0	0	13	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4
模板	0	0	1	0	2	0	0	0	1	1	0	0	4	1	5	0	7	0	3	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9
位置服务	0	0	0	0	0	3	3	0	0	2	0	0	20	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1
外围设备	0	0	0	0	2	1	1	0	0	0	1	5	5	0	2	0	12	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	3
农作物	0	1	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	2	1	1	0	5	0	0	0	1	0	0	3	0	0	0	0	0	0	0	3	1	2	15	0	1
燃油	0	0	0	0	0	16	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
观光	0	0	0	0	1	0	0	0	0	0	1	2	3	1	8	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	1	1	0	0	0	3	0	1	1	0	0
少儿	0	0	1	0	0	0	2	2	0	0	1	0	6	5	0	0	0	16	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
期限	0	0	0	0	0	2	0	0	1	0	0	8	0	0	2	1	1	0	4	0	0	0	0	1	0	0	0	0	8	3	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ups	1	0	0	0	1	2	1	0	1	0	0	0	3	0	3	0	6	0	0	0	0	0	0	2	0	0	0	1	0	6	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	4	0	1	4
本金	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
利税	0	0	0	0	2	2	0	0	0	0	0	1	0	0	15	0	1	0	4	0	0	0	0	1	0	3	0	0	0	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	2	0	1
the	0	0	0	1	2	0	2	0	0	2	2	1	9	0	1	0	4	1	1	1	2	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0	1	0
途径	0	2	0	0	0	0	0	0	0	1	1	0	7	1	2	0	1	1	1	1	0	0	0	0	1	1	0	0	6	3	0	0	0	0	4	0	1	0	0	1	2	0	1	0	0	0	0	0	0	4
改变传统	2	1	0	0	0	0	1	0	1	0	0	0	7	0	3	0	3	4	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	5	0	0	0	1	0	1	3	2	3
金山	0	0	0	0	1	1	2	0	0	0	0	0	11	2	1	0	3	1	2	2	0	0	0	1	0	0	0	0	0	6	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	2
客运	0	0	0	0	5	12	0	0	0	0	0	0	3	1	2	0	4	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
而来	0	0	0	0	1	1	1	0	0	2	0	3	5	0	7	0	3	0	4	0	0	0	0	1	0	1	0	1	2	3	0	0	0	0	2	0	1	0	0	0	2	0	0	0	3	0	0	0	0	0
vc	0	0	0	0	0	0	1	0	0	0	1	8	12	0	1	0	0	3	1	0	2	0	0	0	0	0	0	0	5	1	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1
激情	0	0	0	0	2	0	1	0	0	1	1	0	9	1	2	0	2	0	1	2	4	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	6	0	0	0	0	0	0	1	0	4
界面	0	0	0	0	1	0	2	0	0	2	0	0	14	0	1	0	5	1	0	0	3	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0	0	1	2
财政	0	0	0	0	1	1	3	0	0	0	0	5	1	0	2	0	12	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	11
圈子	0	0	1	0	1	0	0	0	0	12	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
伺服	0	0	1	0	0	1	1	0	0	0	0	0	0	0	21	1	2	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7
亚太地区	0	0	1	0	1	0	3	0	0	0	1	2	4	0	5	0	4	2	2	0	1	0	1	1	0	2	0	0	2	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	4
拆解	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
氧化	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	1	0	0	0	22	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	4
措施	0	0	0	0	1	0	1	0	1	0	0	0	1	0	4	0	2	0	2	0	0	0	0	1	0	2	0	0	8	3	0	0	0	0	6	0	3	0	0	0	1	0	0	0	0	0	0	0	0	7
保密	0	0	0	0	0	0	5	0	1	0	0	0	6	0	5	1	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	4
革新	0	0	1	0	1	0	3	0	0	0	1	0	6	1	6	0	2	1	1	1	1	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	1	1	0	0	3	0	1	0	1	0	1	0	0	4
父母	1	0	0	0	0	0	0	6	0	0	1	0	8	2	0	0	0	7	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	1	0	1	0	0	2	0	1
大会	0	1	0	0	2	0	1	0	0	0	0	1	7	3	2	0	4	1	1	3	0	0	0	0	0	1	0	1	0	0	3	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	7
分行	0	0	0	0	0	0	1	0	0	0	0	9	4	1	0	0	5	0	3	1	0	0	0	0	0	0	0	0	9	0	0	0	0	1	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
柴油	0	0	0	0	1	9	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	3
观众	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	10	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	9	0	1	0	0	0	0	0
横向	0	0	0	0	1	3	1	0	1	1	0	0	6	2	1	0	8	0	1	2	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	1	1	0	4
兼职	1	0	0	0	1	0	0	0	0	1	1	1	15	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	2	7	0	0	0	0	3	0	0	1	0	0	0	0	0	1
大街	0	0	0	0	0	0	1	0	0	1	0	4	9	1	0	0	5	0	9	0	1	0	0	0	0	0	0	0	3	2	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
辅料	1	1	0	0	1	0	0	0	0	0	1	1	1	0	4	0	0	0	0	0	0	0	0	2	0	11	0	0	0	2	0	0	0	0	0	0	4	0	0	2	7	0	0	0	2	0	0	0	0	3
网民	0	1	0	0	4	0	1	0	0	2	0	0	15	1	0	0	3	1	1	3	0	0	0	0	0	1	0	0	2	0	1	0	0	1	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1
计费	0	0	0	0	0	0	1	0	0	1	0	1	15	1	0	0	10	0	0	1	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	4
颗粒剂	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
啤酒	0	0	0	0	2	0	0	0	0	0	2	1	3	1	10	0	1	0	2	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	12	0	0	0	0	4
专控	0	0	0	0	2	4	3	0	0	0	0	8	0	0	0	0	8	0	5	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8
温度	0	0	0	0	1	3	1	0	0	0	0	2	2	0	9	0	1	0	0	0	0	0	0	2	0	4	0	0	1	4	0	0	0	0	0	0	0	2	0	2	3	0	0	0	2	0	0	0	1	4
生态链	0	2	1	3	0	0	3	0	0	0	3	2	6	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	4	1	1	0	0	3	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	4
体验式	0	1	0	1	1	2	0	0	0	0	3	1	7	1	0	0	2	3	2	3	1	1	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	5
底层	0	0	0	1	0	1	4	0	0	0	0	3	7	0	3	0	7	1	4	1	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	5
日化	1	1	0	0	4	1	0	0	0	0	0	0	0	1	7	0	2	0	0	0	0	0	0	0	1	10	0	0	0	3	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	7
中美	0	0	0	1	0	3	2	0	0	0	0	3	5	0	7	0	3	2	0	1	1	0	0	0	0	6	0	0	0	2	0	0	0	3	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0
幼教	0	0	0	0	1	0	2	0	0	1	0	0	9	2	1	0	4	18	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
欧元	0	0	0	0	1	7	1	0	0	1	1	2	1	0	16	1	2	0	0	0	0	0	0	0	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
数据管理	0	0	0	0	1	0	6	0	1	0	0	0	7	1	1	0	11	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	6
精工	0	0	0	0	0	4	0	0	0	0	0	2	1	0	20	0	2	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	3
大气	0	0	0	0	2	1	2	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	1	0	0	0	22	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	1	5
介质	0	0	0	0	0	0	1	0	0	0	0	0	3	0	7	0	1	0	0	0	0	0	0	0	0	4	0	2	1	7	0	0	0	0	0	0	4	0	0	1	3	1	0	0	0	0	1	0	0	8
氛围	0	0	1	0	0	0	3	0	0	1	1	1	9	0	1	0	2	2	2	1	0	0	0	0	0	1	2	0	3	1	0	0	1	0	1	0	1	0	0	0	4	0	0	0	1	0	0	0	1	4
正版	0	0	0	0	0	0	2	0	0	0	1	0	14	5	0	0	1	0	0	9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	1	0	0	0	0	0	1
用户数	0	0	0	0	0	0	4	0	0	2	1	0	16	1	0	0	4	1	1	1	2	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
集聚	1	0	0	0	1	2	0	0	0	0	0	4	2	1	3	0	1	0	3	1	1	0	0	1	0	2	0	0	5	3	1	0	0	2	5	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2
典范	0	0	0	0	1	2	3	0	0	0	0	0	4	1	5	0	1	0	8	1	0	0	0	0	0	1	0	0	4	4	0	0	1	0	0	0	2	0	0	1	2	0	0	0	1	0	1	0	0	1
邮政	0	0	0	0	1	1	5	0	2	0	0	1	7	0	2	0	9	0	0	0	0	0	0	2	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
区内	0	0	0	0	1	2	0	0	0	0	0	1	2	0	7	0	3	1	10	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	2
磨床	0	0	0	0	0	3	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5
这样	1	0	0	0	0	1	1	0	0	2	1	0	7	0	4	1	4	0	1	1	0	0	0	0	0	2	0	0	1	2	1	0	0	2	1	0	1	0	0	0	4	0	0	0	0	0	1	1	0	4
节点	0	0	0	0	1	0	3	0	0	1	0	0	7	0	1	0	7	0	0	1	0	0	0	6	0	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	2	0	1	2	0	0	0	1	0	6
